City,Latitude,Longitude,Solar_Irradiance_kWh/m²/day,Temperature_C,Wind_Speed_m/s,PV_Power_kW,Wind_Power_kW,Electrolyzer_Efficiency_%,Hydrogen_Production_kg/day,Desalination_Power_kW,System_Efficiency_%,Feasibility_Score
City-93,25.902968825366866,-14.483633887792465,5.883197879319262,19.72106877447055,5.9250410841967796,272,185,76.14528474702034,45,12.685944983638645,81.71868415114788,0.92681503874659
City-94,24.996595704087493,-12.598757781513442,5.8594183223087075,20.8778235066668,6.049887289800885,272,192,73.17997928615189,49,11.459430780328308,76.38117667045893,0.906226122592243
City-95,27.88948852240586,-14.14034495184647,6.074093869035505,20.799428063212165,6.307292226579158,257,183,74.59435692655867,57,14.306407348012808,78.93457715736965,0.9670779939653075
City-96,24.893678198668123,-14.028126413712656,5.953444894319099,19.631161332515816,6.01939600878783,244,199,76.84083430124545,55,14.74487810142033,78.51314588992076,0.957220693453668
City-97,24.807465452024413,-12.512960901384876,5.55398013258412,20.84296425283545,6.06312198182005,257,175,75.48491177630821,58,14.462807135995648,80.77727056406195,0.9847722803504196
City-98,26.66903038297032,-14.199000715768216,5.87042602131319,20.38265357832247,5.868874544750478,263,178,73.32368861372045,50,14.904010695768545,76.27078407866817,0.9104944004552318
City-99,23.24532781298156,-16.650235480484085,5.767254952747533,19.64465767638807,5.874776860329662,249,191,74.44717009929926,56,13.428886824134489,79.28076317424748,0.9628608532869566
City-100,25.025366250221136,-12.009204296232005,5.958275493197873,21.015761754292733,6.352279076794067,264,198,75.75943684102127,57,12.983159064378128,79.16836400251688,0.9704988339883311
City-101,26.011146881447097,-12.945620276014942,5.753038885986348,21.972963076766913,6.410672573459168,276,198,74.15626082534034,47,14.23146559707564,81.9127147956513,0.9354835860471782
City-102,23.384487007605284,-12.237981540377678,6.483080108390356,21.28142563626941,6.054680283782068,270,198,73.63268259634978,48,12.349019180701776,77.72148843753146,0.9120287942638938
City-103,24.571922954565633,-13.718338378876421,5.994747047475124,21.948059096133846,5.652459963337295,274,194,74.55595347051047,47,13.185779835003187,81.58685696255264,0.9330895608724175
City-104,23.50246209212194,-13.319593710505147,6.035346081386782,21.861036046571996,6.16606859249801,251,181,75.56797398542648,59,13.661670186755718,80.93112448363297,0.9919915429465191
City-105,26.889564485063236,-15.024265204316098,6.415528657775502,19.745311392295132,5.634211687511408,271,179,75.85483400200926,49,14.000547042150915,80.59198274724461,0.9393633901786516
City-106,25.432913801422764,-12.617890097964189,5.772861658723695,19.070802550517712,5.705753631455519,269,176,73.58233022475494,50,14.38315882056625,78.74713574505252,0.9271879508339319
City-107,26.051303715053887,-13.715934359153506,6.388189093770594,21.190971441938245,6.3463175098281095,279,196,74.06510874037588,55,13.172879772549107,79.46743019144196,0.960260041047527
City-108,24.432784242532776,-14.594632145390918,5.627660762252241,20.975532993191564,6.165354606984006,265,184,74.887511725072,53,13.01023193213631,75.86011369071691,0.9256228186321933
City-109,23.334648050351003,-16.44258986244531,6.375682980734856,22.961984706582957,5.541600973917792,244,191,75.36929203288312,49,13.205728784680375,78.85177871925784,0.9265882024787268
City-110,23.340248255702342,-14.116193249724038,6.169364881635822,21.676666037348816,6.440576003059196,251,182,73.98502815948261,53,13.846739636921786,77.9763609048861,0.9397475609348032
City-111,26.0313085092609,-15.871138551638394,5.7267973614624115,19.873092388037975,5.8468845611581965,249,180,75.57062749450014,57,11.495784057917705,79.87832150953908,0.9737254072886261
City-112,23.37628865809968,-14.042216040846316,6.473059691888007,19.46674667388262,5.911349963731321,264,188,75.38422064897198,49,11.699358951657054,78.21999975122276,0.9231409555086842
City-113,26.276015794551483,-13.04637554014776,6.239862466498903,22.83752167492733,5.577709486738092,252,185,76.78225405070847,53,14.219668083202064,81.04646984108392,0.9638274874629412
City-114,23.4655463799061,-14.252348272675388,5.556473896043348,21.53350979522142,5.756268739433519,250,185,75.4999616300298,53,13.888462121885652,79.20810073812385,0.9484196875365378
City-115,24.182137123975096,-16.81035026656437,6.21865009160542,22.216567116565844,5.825210637129586,254,181,74.83475043649744,56,13.673471908035589,77.04276557562807,0.9491016424513616
City-116,26.689989601260905,-15.00892758418269,6.090425941319208,21.22474104625785,6.489216474351594,267,185,76.57194079706963,45,11.84553825039455,80.63152685673681,0.9215042979815675
City-117,23.166280301060127,-15.288759673130969,6.15556902778904,22.65934499607134,5.823112295926306,254,196,73.90420161060248,58,12.090664061604919,81.9319549717857,0.9905028089884793
City-118,24.824213108974746,-15.129016355901975,5.867313742929243,21.876228158169038,5.74408063672651,256,179,74.79839080902428,49,11.209318684825904,76.43512982395524,0.9088158001457498
City-119,24.69501900872819,-14.526249137595162,6.379277289020795,21.420426237101207,5.687521319216886,241,192,74.28224365725049,52,14.211127884232678,78.70646859959396,0.9391988903598361
City-120,23.123056062198867,-16.799183253022328,6.118984997253327,19.9235268030991,5.525417785531402,249,193,73.71457993485258,55,11.633552251401845,75.5140896269641,0.9311759377167649
City-121,25.84374387755308,-16.751418500776317,6.494520808008989,19.918258029734215,6.371423679121098,252,184,75.31836578206713,59,11.427452576346965,76.6859201826564,0.9640673304696191
City-122,25.038237315809848,-15.479296584462258,5.887983465321133,19.174823974617706,5.697807679078918,265,180,73.16727724633583,55,12.816925417742933,79.17130384944834,0.9548136351451438
City-123,24.528556103839644,-16.509952260683104,6.340973526530699,19.195048013459864,5.76321063043591,242,198,73.53911091693362,45,13.701943385804494,77.42455401656552,0.8939673051992283
City-124,26.290721479679448,-16.319030105876152,6.280149440761754,22.782474606271226,5.850583255100981,250,176,73.50569747342377,59,12.19942387338752,79.46515610912445,0.9785117262768288
City-125,23.775503075420524,-15.01300295271661,6.337012979037089,20.194379692770458,6.414713539338424,259,187,76.24146779376494,50,14.712567661833555,80.7756951015028,0.9474940453026628
City-126,25.009666223831616,-16.22302521187307,6.1707410021556415,21.75451277111993,6.363786850104899,272,176,76.4482868955702,56,14.256055629397329,80.53156634100681,0.9761720945641366
City-127,23.57307312016904,-12.646049272593373,5.932789413816613,21.648100875147314,5.748520886941023,275,186,73.34928350285836,51,14.671008258531621,78.59421055347023,0.9311626123455813
City-128,25.450054764542934,-14.653748156320066,6.045153455556651,22.87739154746969,6.4259883429546685,259,186,73.91436793657881,56,14.365723239453857,79.64142446784292,0.9657921100187548
City-129,23.07439373491227,-13.017728094413755,6.254803652023229,19.82251961620981,6.484295473203194,253,179,75.23724255438987,47,11.767421554972158,80.38752036044767,0.9279918931119551
City-130,23.174014856544435,-15.8730522243992,5.677764533432507,19.68840409451902,6.1515589591968824,243,191,74.5765175691095,59,12.354922912655475,75.90571567520705,0.9558088733869923
City-131,25.714482317191806,-15.794813086341295,6.445538204277228,20.224681084218822,6.201359976070847,241,180,76.17315267573416,46,11.503582600581431,78.65673917236897,0.9126872252618453
City-132,24.956061773259904,-16.047808810559587,5.620559758493288,19.75555274446614,6.17772007997703,257,179,73.12279798482804,57,12.563132668466649,76.67111380661285,0.9483529795534649
City-133,27.4202626079924,-15.56090894397737,5.874868895399212,19.734682460775403,6.242258568264327,252,198,74.52348711335704,59,12.054001062719976,79.07640121037791,0.9775832139171268
City-134,24.52491355811388,-13.009860780257082,5.525451049106825,21.526195542027605,5.704654976380036,252,192,75.64727022968488,53,12.691090288307976,80.7195662985026,0.9587198765755439
City-135,24.423544551363065,-12.16551237705283,5.839272772803469,22.777318504149648,5.594135802612261,275,183,73.60243057263978,48,11.333654926866023,78.54513139369908,0.9156697326358573
City-136,23.405631693643596,-12.322583061640731,6.4306479051195735,21.70666596208423,6.0123216518124885,251,196,73.81293398828156,55,14.618896914891547,77.1069240278369,0.9434276383033247
City-137,23.83821777064988,-16.78262539854797,5.976213575137866,22.231582929912218,5.599199713584989,255,189,73.55096780745251,58,12.286810718376072,81.25457746111115,0.9846603447728415
City-138,26.577342822242258,-12.640374911723299,6.370229825871334,21.810352225000734,5.744787934894035,268,187,75.17150379151133,49,13.070835958774984,76.17300755664996,0.9085262861247227
City-139,24.0372318029968,-14.264316045826906,6.3239546373211235,21.28654793879138,5.7354990233262155,267,182,74.98945235384058,48,12.589202729955337,81.40741240594066,0.9383622020766207
City-140,24.38373997654273,-13.541943159632186,5.858828296839755,21.16455115897468,5.733235386984158,267,196,75.0276653387557,57,13.63524089393175,79.77061413226264,0.9721149257423339
City-141,25.78324450504256,-13.573143679432476,6.42772936970192,19.328834087077418,5.681813983831921,255,183,73.25478291642422,59,14.322347890221184,80.91029271689231,0.9877970026930767
City-142,25.419523705838024,-12.069858527323639,6.332035797893509,21.819525246963792,5.708166646317753,247,179,73.80987012397105,49,11.575866638426296,79.43113498973416,0.9280731233235426
City-143,23.089623134476255,-16.467375356693104,6.428893989682926,19.809680597804032,6.248696115899652,257,181,74.02389650897697,51,12.24312150626911,76.16560287955681,0.917604066133343
City-144,24.866882454206696,-12.236207754457375,5.686063342101619,21.272742787740007,5.980609899809505,263,179,76.57738877341822,54,13.152759438067763,75.84321817619524,0.9332013973041502
City-145,27.083086487363012,-13.672574861879122,6.085731093148193,21.277419983902593,5.647418752705233,279,193,74.13038592645624,45,12.506186375042624,75.6884866210374,0.8826329822111543
City-146,27.705594106850292,-12.134151805001434,5.653374932165174,21.1265513691814,5.9826458169022745,251,178,73.05471742883162,46,13.412517118188834,75.75271101138635,0.8861460340694676
City-147,23.418499975376818,-15.60983866095908,5.840711099588646,20.310406442868178,6.415729521599429,269,175,74.17337568667342,55,12.090445423500524,77.269233604646,0.9448151784604853
City-148,23.417843708459333,-14.723190915838257,5.5026319411768885,21.714452841183572,6.2383817737175065,247,179,76.25114038866977,45,12.508623074770318,79.36567449692122,0.9110148037764507
City-149,26.164410852423135,-15.356309469124682,6.340680338857012,20.223595910466926,6.387371358336428,272,178,75.92244497887162,55,12.187594353934603,79.41299388131281,0.9630129280837865
City-150,27.65131552623437,-15.323825789677548,5.579028400791546,20.462722051036927,5.505231689378725,266,187,73.3400588815586,56,14.152573679018367,77.2696822977402,0.9464945818553684
City-151,27.365787940232266,-13.308772865809296,6.121651497977938,20.224865137121576,6.301219780438814,246,179,74.7328877933664,59,11.52443074953843,76.96165987096913,0.9641927551644255
City-152,24.14948958761769,-12.510563091263775,5.7153207364301615,19.964561433137884,6.212368815250073,247,176,73.53672477139992,55,13.111139560803354,76.2258369171117,0.9361526698423545
City-153,26.418989487634462,-16.66978586407487,5.506432142468331,22.949383089095157,5.885785593919058,261,188,75.79342555066636,54,12.763004946217333,76.04856123403759,0.9328018211563384
City-154,26.352598549726437,-15.805798830552627,6.251218298020349,19.494825684309117,5.74875414876972,250,197,76.31484016276556,50,12.638204791206476,80.42347960121927,0.9439756942214959
City-155,24.383923392168924,-15.418920010836963,6.361298431453662,22.56977254630715,5.882464772216483,241,186,74.0223788357838,48,11.043289979803909,81.94594060533313,0.9406738088160875
City-156,27.11332645499964,-16.63868119987395,5.614510670886637,22.658733401583035,5.503895894073238,274,195,73.87277035976535,49,11.122652665029406,75.00387755533299,0.8967742001440949
City-157,25.831549058982723,-15.35398150304227,5.610654609397378,22.807172866391266,5.539023468572282,256,195,73.55575972700515,45,13.22832336938676,79.46926509413555,0.9061730359149435
City-158,24.9982702922659,-15.551169740851876,6.3887409731799165,19.925940402042794,6.27705959343464,248,183,74.53678383319725,48,11.13268633970621,75.23463131632735,0.8970007887376739
City-159,26.01687963263076,-14.361683134007473,5.6740039641198665,19.384573948421465,5.671154347103677,256,195,76.70973176702377,53,12.463009817515736,81.43578536286118,0.9655339095918701
City-160,27.0342614003739,-13.321810308279247,5.532853105346908,21.24517122746763,5.855914146861489,245,199,76.49613008613726,47,12.873446341013675,79.72641085665225,0.9233801677874908
City-161,26.780509540631204,-13.79823976595242,6.275056889362833,20.53465872051457,5.850401037186289,261,179,75.64155793653977,48,14.437718029469586,77.03914345516083,0.9101192841672455
City-162,25.983217071076606,-15.674960821807884,5.598354366222492,21.33698009245823,5.6227071915937845,267,199,73.06907757480677,57,13.156905259318993,81.28221604604754,0.9783801595429352
City-163,27.571851700277467,-16.171935489484813,6.193234528017222,22.403901276018942,6.477196716296008,265,187,76.36804816132744,50,13.775397350774744,79.40739880820145,0.938344534835883
